"","id","search_query","topic","top_terms"
"352",87544,"israel palestine war",1,"israeli, captives, know, israel, israelis"
"353",87544,"israel palestine war",2,"think, israeli, now, israel, israelis"
"354",87544,"israel palestine war",3,"back, much, now, israeli, bring"
"355",30393,"israel palestine war",1,"region, communities, chad, refugees, increase"
"356",30393,"israel palestine war",2,"already, since, one, continue, region"
"357",30393,"israel palestine war",3,"region, people, increase, prices, refugees"
"358",83886,"israel palestine war",1,"military, disputed, china’s, power, neighbours"
"359",83886,"israel palestine war",2,"power, military, china’s, countries, also"
"360",83886,"israel palestine war",3,"military, defence, region, asia, can"
"361",21796,"israel palestine war",1,"going, tariffs, trump's, world, united"
"362",21796,"israel palestine war",2,"tariffs, united, world, well, trump"
"363",21796,"israel palestine war",3,"tax, big, american, back, states"
"364",47749,"israel palestine war",1,"musk, data, really, can, mean"
"365",47749,"israel palestine war",2,"data, government, elon, people, come"
"366",47749,"israel palestine war",3,"data, musk, now, important, may"
"367",95370,"israel palestine war",1,"trump, administration, quote, last, leo"
"368",95370,"israel palestine war",2,"thursday, said, trump, killed, pope"
"369",95370,"israel palestine war",3,"said, people, government, one, trump"
"370",34550,"israel palestine war",1,"know, people, book, like, saw"
"371",34550,"israel palestine war",2,"people, know, like, say, think"
"372",34550,"israel palestine war",3,"case, thing, know, get, actually"
"373",52853,"israel palestine war",1,"mean, gaza, people, die, israel"
"374",52853,"israel palestine war",2,"gaza, also, mean, people, want"
"375",52853,"israel palestine war",3,"stories, people, one, want, must"
"376",36647,"israel palestine war",1,"know, book, just, right, like"
"377",36647,"israel palestine war",2,"know, world, actually, like, talk"
"378",36647,"israel palestine war",3,"one, book, like, actually, think"
"379",77751,"israel palestine war",1,"israel, now, israeli, know, lebanon"
"380",77751,"israel palestine war",2,"israel, war, gaza, people, lebanon"
"381",77751,"israel palestine war",3,"israel, lebanon, also, israeli, war"
"382",10107,"israel palestine war",1,"david, like, know, see, think"
"383",10107,"israel palestine war",2,"schools, texas, ten, commandments, public, religious"
"384",10107,"israel palestine war",3,"abortion, smith, connor, anyone, clinic"
"385",94167,"israel palestine war",1,"gaza, starvation, now, mass, piece"
"386",94167,"israel palestine war",2,"alex, israel, gaza, now, beginning"
"387",94167,"israel palestine war",3,"gaza, just, food, israel, system"
"388",30994,"israel palestine war",1,"tonight, now, president, know, musk"
"389",30994,"israel palestine war",2,"tonight, just, news, authorities, david"
"390",30994,"israel palestine war",3,"tonight, trump, musk, president, new"
"391",16959,"israel palestine war",1,"trump, people, new, administration, aid"
"392",16959,"israel palestine war",2,"people, trump, new, students, home"
"393",16959,"israel palestine war",3,"israeli, gaza, day, wednesday, home"
"394",11072,"israel palestine war",1,"know, just, see, now, trump"
"395",11072,"israel palestine war",2,"blah, now, one, like, trump"
"396",11072,"israel palestine war",3,"like, know, people, day, said"
"397",47971,"israel palestine war",1,"elon, musk, like, know, going"
"398",47971,"israel palestine war",2,"trump, right, harvard, one, get"
"399",47971,"israel palestine war",3,"know, get, good, guy, think"
"400",81945,"israel palestine war",1,"going, like, know, musk, yes"
"401",81945,"israel palestine war",2,"elon, also, ernst, okay, think"
"402",81945,"israel palestine war",3,"biden, just, know, joe, ketamine"
"403",34188,"israel palestine war",1,"trump, donald, new, deals, golf"
"404",34188,"israel palestine war",2,"donald, president, care, trump, like"
"405",34188,"israel palestine war",3,"trump, family, meme, number, want"
"406",65346,"israel palestine war",1,"scandal, musk, biden, laughter, just"
"407",65346,"israel palestine war",2,"like, trump, just, guy, eye"
"408",65346,"israel palestine war",3,"biden, know, president, think, laughter"
"409",83688,"israel palestine war",1,"even, kids, five, houses, know"
"410",83688,"israel palestine war",2,"know, yeah, trying, people, balata"
"411",83688,"israel palestine war",3,"now, people, big, families, whole"
"412",39296,"israel palestine war",1,"israeli, israel, palestinians, gaza, libya"
"413",39296,"israel palestine war",2,"gaza, israel, said, israel's, well"
"414",39296,"israel palestine war",3,"gaza, israel, strip, can, population"
"415",14112,"israel palestine war",1,"parliament, things, plan, see, work"
"416",14112,"israel palestine war",2,"know, conservatives, government, things, big"
"417",14112,"israel palestine war",3,"country, budget, government, plan, work"
"418",68951,"israel palestine war",1,"gaza, completely, aid, day, food"
"419",68951,"israel palestine war",2,"people, humanitarian, water, israeli, get"
"420",68951,"israel palestine war",3,"gaza, humanitarian, israel, electricity, aid"
"421",97734,"israel hamas war",1,"jerusalem, going, know, green, line"
"422",97734,"israel hamas war",2,"one, line, living, temple, say"
"423",97734,"israel hamas war",3,"green, temple, israel, palestinians, line"
"424",28992,"israel hamas war",1,"country, new, assad, now, war"
"425",28992,"israel hamas war",2,"government, country, syria, many, international"
"426",28992,"israel hamas war",3,"syria, many, war, arab, government"
"427",75293,"israel hamas war",1,"like, operation, israeli, mad, leader"
"428",75293,"israel hamas war",2,"dubai, operation, passports, allies, one"
"429",75293,"israel hamas war",3,"hamas, passports, israel, well, mad"
"430",37699,"israel hamas war",1,"hamas, tunnels, israel, gaza, israeli"
"431",37699,"israel hamas war",2,"tunnels, israel, hamas, gaza, israeli"
"432",37699,"israel hamas war",3,"tunnels, weapons, underground, palestinian, homes"
"433",15813,"israel hamas war",1,"rescue, can, people, four, ship"
"434",15813,"israel hamas war",2,"gaza, now, people, can, nonviolent"
"435",15813,"israel hamas war",3,"flotilla, gaza, people, ship, also"
"436",92020,"israel hamas war",1,"just, first, like, one, know"
"437",92020,"israel hamas war",2,"church, years, people, united, dark"
"438",92020,"israel hamas war",3,"like, churches, gospel, church, one"
"439",87138,"israel hamas war",1,"musk, trump, elon, first, bill"
"440",87138,"israel hamas war",2,"trump, elon, got, musk, now"
"441",87138,"israel hamas war",3,"trump, musk, elon, bill, epstein"
"442",12433,"israel hamas war",1,"international, law, gaza, israel, people"
"443",12433,"israel hamas war",2,"law, israel, one, states, also"
"444",12433,"israel hamas war",3,"israel, law, international, human, civilians"
"445",25221,"israel hamas war",1,"people, jewish, see, zionism, palestine"
"446",25221,"israel hamas war",2,"people, religion, zionism, can, know"
"447",25221,"israel hamas war",3,"jewish, people, judaism, know, now"
"448",19883,"israel hamas war",1,"jerusalem, israeli, like, settler, built"
"449",19883,"israel hamas war",2,"jerusalem, east, palestinians, israel, settler"
"450",19883,"israel hamas war",3,"israeli, palestinian, israel, build, people"
"451",99437,"israel hamas war",1,"one, can, like, yeah, life"
"452",99437,"israel hamas war",2,"just, cubs, still, chick, one"
"453",99437,"israel hamas war",3,"like, years, egg, lemurs, time"
"454",22799,"israel hamas war",1,"lebanon, muslim, civil, war, lebanese"
"455",22799,"israel hamas war",2,"war, muslim, political, christian, country"
"456",22799,"israel hamas war",3,"lebanon, christian, religious, country, million"
"457",56477,"israel hamas war",1,"know, mean, said, people, one"
"458",56477,"israel hamas war",2,"mean, people, know, class, want"
"459",56477,"israel hamas war",3,"mean, know, party, yeah, kind"
"460",16840,"israel hamas war",1,"taiwan, china, one, states, chinese"
"461",16840,"israel hamas war",2,"china, taiwan, island, beijing, united"
"462",16840,"israel hamas war",3,"china, chinese, chain, military, also"
"463",80108,"israel hamas war",1,"israel, lebanon, war, israeli, palestinian"
"464",80108,"israel hamas war",2,"lebanon, beirut, hezbollah, iran, shiites"
"465",80108,"israel hamas war",3,"israel, hezbollah, war, israeli, since"
"466",87806,"israel hamas war",1,"president, ford, donald, like, trump"
"467",87806,"israel hamas war",2,"trump, presidential, people, low, crooked"
"468",87806,"israel hamas war",3,"ford, trump, donald, humor, little"
"469",12002,"israel hamas war",1,"sha, iran, war, helicopter, islam"
"470",12002,"israel hamas war",2,"iran, sha, just, people, time"
"471",12002,"israel hamas war",3,"now, ayatollah, iranian, people, years"
"472",74891,"israel hamas war",1,"know, malaysia, dollars, one, think"
"473",74891,"israel hamas war",2,"know, jolo, money, now, china"
"474",74891,"israel hamas war",3,"jolo, 1mdb, money, think, legal"
"475",38151,"israel hamas war",1,"israel, mossad, time, mughniyeh, dubai"
"476",38151,"israel hamas war",2,"hezbollah, mahmoud, one, even, dubai"
"477",38151,"israel hamas war",3,"mossad, israel, one, mughniyeh, hamas"
"478",99733,"israel hamas war",1,"arrest, one, years, like, world"
"479",99733,"israel hamas war",2,"arrest, crimes, international, court, mosovich"
"480",99733,"israel hamas war",3,"war, crimes, court, international, mosovich"
"481",28197,"israel hamas war",1,"hamas, military, muhammad, khan, israeli"
"482",28197,"israel hamas war",2,"sinoir, israeli, hamas, muhammad, gaza"
"483",28197,"israel hamas war",3,"sinoir, israel, muhammad, hamas, shalit"
"484",88003,"israel hamas war",1,"gaza, strip, one, border, egypt"
"485",88003,"israel hamas war",2,"israel, strip, gaza, hamas, people"
"486",88003,"israel hamas war",3,"gaza, strip, accords, israeli, palestinian"
"487",15412,"israel hamas war",1,"israel, law, international, court, people"
"488",15412,"israel hamas war",2,"israel, international, palestinian, law, people"
"489",15412,"israel hamas war",3,"right, international, opinion, israel, law"
"490",36830,"israel hamas war",1,"french, porn, age, users, france"
"491",36830,"israel hamas war",2,"france, french, sites, news, law"
"492",36830,"israel hamas war",3,"age, law, just, verification, content"
"493",87651,"israel hamas war",1,"ukraine's, russian, ukrainian, missiles, drone"
"494",87651,"israel hamas war",2,"ukraine's, russian, missiles, air, ukrainian"
"495",87651,"israel hamas war",3,"missiles, patriot, drone, one, reported"
"496",60918,"israel hamas war",1,"israel, know, think, gaza, day"
"497",60918,"israel hamas war",2,"israel, gaza, now, first, war"
"498",60918,"israel hamas war",3,"one, gaza, change, israel, solution"
"499",52312,"israel hamas war",1,"hamas, israeli, security, remote, ben"
"500",52312,"israel hamas war",2,"israeli, israel, attack, security, settlements"
"501",52312,"israel hamas war",3,"hamas, israel, fence, israeli, troops"
"502",75692,"israel hamas war",1,"know, one, think, film, house"
"503",75692,"israel hamas war",2,"film, said, time, day, documentary"
"504",75692,"israel hamas war",3,"one, believe, film, think, died"
"505",19848,"israel hamas war",1,"gaza, israeli, know, flotilla, seals"
"506",19848,"israel hamas war",2,"gaza, going, much, hamas, people"
"507",19848,"israel hamas war",3,"going, people, gaza, aid, know"
"508",85369,"israel hamas war",1,"american, israel, people, think, palestinian"
"509",85369,"israel hamas war",2,"know, palestinian, say, just, like"
"510",85369,"israel hamas war",3,"know, say, time, book, people"
"511",72979,"israel hamas war",1,"musk, know, trump, really, musk's"
"512",72979,"israel hamas war",2,"kind, now, elon, mean, trump"
"513",72979,"israel hamas war",3,"think, always, trump, big, kind"
"514",34759,"israel hamas war",1,"church, god, know, can, also"
"515",34759,"israel hamas war",2,"people, want, god, just, life"
"516",34759,"israel hamas war",3,"know, one, can, god, just"
"517",81991,"israel hamas war",1,"iran, right, going, israel, state"
"518",81991,"israel hamas war",2,"samaria, israel, palestinian, one, andrew"
"519",81991,"israel hamas war",3,"hamas, really, israel, andrew, well"
"520",97936,"israel hamas war",1,"just, ewtn, can, school, like"
"521",97936,"israel hamas war",2,"well, pope, lot, math, people"
"522",97936,"israel hamas war",3,"now, catholic, musk, president, can"
"523",73713,"israel hamas war",1,"people, pakistan, one, pakistani, prime"
"524",73713,"israel hamas war",2,"one, say, india, people, pakistan"
"525",73713,"israel hamas war",3,"pakistan, also, government, india, committee"
"526",27250,"israel hamas war",1,"now, died, gaza, trump, gas"
"527",27250,"israel hamas war",2,"trump's, aid, court, reports, israel"
"528",27250,"israel hamas war",3,"new, texas, gaza, israeli, rights"
"529",66901,"israel hamas war",1,"trump, donald, president, just, musk"
"530",66901,"israel hamas war",2,"musk, now, president, like, house"
"531",66901,"israel hamas war",3,"even, now, elon, trump, government"
"532",76825,"israel hamas war",1,"debt, countries, gdp, imf, worse"
"533",76825,"israel hamas war",2,"rising, now, bill, government, interest"
"534",76825,"israel hamas war",3,"one, trillion, imf, just, value"
"535",51462,"israel hamas war",1,"states, saying, president, france, want"
"536",51462,"israel hamas war",2,"world, states, united, president, say"
"537",51462,"israel hamas war",3,"china, want, countries, china's, united"
"538",48629,"israel hamas war",1,"pakistan, democracy, first, one, constitution"
"539",48629,"israel hamas war",2,"pakistan, pakistan's, draft, army, east"
"540",48629,"israel hamas war",3,"army, pakistan's, leaders, different, one"
"541",98927,"israel hamas war",1,"gaza, people, palestinian, now, going"
"542",98927,"israel hamas war",2,"think, britain, global, also, ever"
"543",98927,"israel hamas war",3,"people, think, europe, going, now"
"544",18761,"israel hamas war",1,"know, people, going, things, right"
"545",18761,"israel hamas war",2,"people, come, like, going, know"
"546",18761,"israel hamas war",3,"like, just, fire, see, one"
"547",89762,"israel hamas war",1,"water, war, gaza, israel, israeli"
"548",89762,"israel hamas war",2,"water, muhammad, israeli, gaza, people"
"549",89762,"israel hamas war",3,"gaza, now, destroyed, life, war"
"550",90068,"israel hamas war",1,"news, anchor, think, can, get"
"551",90068,"israel hamas war",2,"news, like, think, human, humans"
"552",90068,"israel hamas war",3,"can, news, like, know, channel"
"553",35978,"israel hamas war",1,"going, empire, british, saudi, oil"
"554",35978,"israel hamas war",2,"oil, egypt, know, ottoman, state"
"555",35978,"israel hamas war",3,"british, empire, state, arab, going"
"556",72113,"israel hamas war",1,"people, now, like, important, things"
"557",72113,"israel hamas war",2,"think, can, know, now, congress"
"558",72113,"israel hamas war",3,"people, know, going, see, trump"
"559",41960,"israel hamas war",1,"jewish, jews, country, religion, people"
"560",41960,"israel hamas war",2,"jews, jew, israel, now, like"
"561",41960,"israel hamas war",3,"israel, jews, nationality, say, zionism"
"562",60728,"israel hamas war",1,"military, now, myanmar, people, can"
"563",60728,"israel hamas war",2,"military, myanmar, armed, now, people"
"564",60728,"israel hamas war",3,"groups, ethnic, people, armed, even"
"565",96329,"israel hamas war",1,"elon, trump, helped, like, kanye"
"566",96329,"israel hamas war",2,"elon, okay, musk, one, trump"
"567",96329,"israel hamas war",3,"know, trump, now, new, elon"
"568",75143,"israel hamas war",1,"spacex, billion, nasa, reporter, also"
"569",75143,"israel hamas war",2,"nasa, spacex, reporter, starlink, musk"
"570",75143,"israel hamas war",3,"spacex, reporter, government, lot, future"
"571",42299,"israel hamas war",1,"eggs, now, can, like, time"
"572",42299,"israel hamas war",2,"can, well, eggs, now, back"
"573",42299,"israel hamas war",3,"female, can, larvae, turtles, like"
"574",82917,"israel hamas war",1,"mean, just, well, people, know"
"575",82917,"israel hamas war",2,"going, people, gaza, just, know"
"576",82917,"israel hamas war",3,"people, international, know, like, law"
"577",18239,"israel hamas war",1,"war, angola, africa, mpla, became"
"578",18239,"israel hamas war",2,"conflict, cold, angola, began, now"
"579",18239,"israel hamas war",3,"angola, war, country, mpla, end"
"580",35147,"israel hamas war",1,"israeli, gaza, genocide, say, war"
"581",35147,"israel hamas war",2,"israel, war, gaza, palestinians, aid"
"582",35147,"israel hamas war",3,"gaza, israel, aid, now, israeli"
"583",31657,"israel hamas war",1,"war, international, peace, new, south"
"584",31657,"israel hamas war",2,"south, civil, peace, north, country"
"585",31657,"israel hamas war",3,"sudan, south, war, however, nuer"
"586",24650,"israel hamas war",1,"know, think, bill, ohio, power"
"587",24650,"israel hamas war",2,"think, want, one, bill, first"
"588",24650,"israel hamas war",3,"energy, power, ohio, really, right"
"589",70418,"israel hamas war",1,"china, philippines, sea, south, close"
"590",70418,"israel hamas war",2,"vietnam, philippines, military, that’s, china"
"591",70418,"israel hamas war",3,"china, sea, philippines, south, reef"
"592",88898,"israel hamas war",1,"china, ports, countries, like, china's"
"593",88898,"israel hamas war",2,"port, chinese, countries, network, trade"
"594",88898,"israel hamas war",3,"china, military, network, china's, chinese"
"595",93085,"israel hamas war",1,"germany’s, german, also, germany, energy"
"596",93085,"israel hamas war",2,"economy, german, energy, goods, export"
"597",93085,"israel hamas war",3,"germany, economic, germany’s, like, also"
"598",28237,"israel hamas war",1,"trade, dollar, deficits, global, trump's"
"599",28237,"israel hamas war",2,"dollar, trade, manufacturing, like, currency"
"600",28237,"israel hamas war",3,"dollar, currency, trade, trump, strong"
"601",94932,"israel hamas war",1,"greenland, denmark, trump, greenland’s, government"
"602",94932,"israel hamas war",2,"greenland, denmark, danish, arctic, important"
"603",94932,"israel hamas war",3,"denmark, greenland, america, military, part"
"604",54949,"israel hamas war",1,"hostages, israel, hamas, israeli, one"
"605",54949,"israel hamas war",2,"israel, netanyahu, plane, palestinian, hostages"
"606",54949,"israel hamas war",3,"hostages, prisoners, plane, one, released"
"607",15274,"israel hamas war",1,"families, people, time, can, bonds"
"608",15274,"israel hamas war",2,"going, howard, pay, lutnik, get"
"609",15274,"israel hamas war",3,"lutnik, tariffs, going, think, bonds"
"610",74131,"israel hamas war",1,"geoff, two, president, going, trump"
"611",74131,"israel hamas war",2,"trump, democrats, putin, want, two"
"612",74131,"israel hamas war",3,"david, capehart, bennett, president, just"
"613",39892,"israel hamas war",1,"world, elon, musk, president, times"
"614",39892,"israel hamas war",2,"trump, elon, one, times, post"
"615",39892,"israel hamas war",3,"musk, donald, biden, trump, white"
"616",19625,"israel hamas war",1,"french, france, submarines, now, people"
"617",19625,"israel hamas war",2,"europe, gaul, one, france, military"
"618",19625,"israel hamas war",3,"president, germany, like, orcus, much"
"619",47281,"israel hamas war",1,"johnson, like, candidate, president, many"
"620",47281,"israel hamas war",2,"chicago, party, democrats, president, support"
"621",47281,"israel hamas war",3,"president, convention, party, party's, harris"
"622",94507,"israel hamas war",1,"morris, taiwan, china, made, company"
"623",94507,"israel hamas war",2,"texas, taiwan, morris, taiwanese, made"
"624",94507,"israel hamas war",3,"china, morris, tsmc, texas, chang"
"625",65159,"israel hamas war",1,"president, country, crash, aviation, thank"
"626",65159,"israel hamas war",2,"aircraft, helicopter, iran's, maintenance, leader"
"627",65159,"israel hamas war",3,"president, aircraft, supreme, helicopter, leader"
"628",93863,"israel hamas war",1,"need, well, hay, help, drought"
"629",93863,"israel hamas war",2,"hay, dry, brett, australia, fodder"
"630",93863,"israel hamas war",3,"moment, know, farmers, rain, next"
"631",15392,"israel hamas war",1,"supreme, president, said, iran, one"
"632",15392,"israel hamas war",2,"iran, leader, one, army, years"
"633",15392,"israel hamas war",3,"next, iran's, assembly, years, council"
"634",25608,"israel hamas war",1,"people, hostages, american, islam, imam"
"635",25608,"israel hamas war",2,"people, terrorists, students, shah, embassy"
"636",25608,"israel hamas war",3,"embassy, return, united, shah, carter"
"637",62869,"israel hamas war",1,"sue, china, people, president, guyana"
"638",62869,"israel hamas war",2,"chinese, going, know, guyana, government"
"639",62869,"israel hamas war",3,"country, vice, get, chinese, guyana"
"640",48461,"israel hamas war",1,"jolo, know, dollars, think, one"
"641",48461,"israel hamas war",2,"1mdb, malaysian, one, prime, billion"
"642",48461,"israel hamas war",3,"know, think, minister, government, assets"
"643",83240,"israel hamas war",1,"think, can, know, program, nuclear"
"644",83240,"israel hamas war",2,"sort, israel, know, nuclear, right"
"645",83240,"israel hamas war",3,"israel, think, sort, iranian, regime"
"646",97004,"israel hamas war",1,"like, universities, american, much, know"
"647",97004,"israel hamas war",2,"today, mccarthyism, student, trump, federal"
"648",97004,"israel hamas war",3,"universities, american, university, now, higher"
"649",76735,"israel hamas war",1,"gaza, aid, site, hamas, humanitarian"
"650",76735,"israel hamas war",2,"aid, site, israeli, remaining, humanitarian"
"651",76735,"israel hamas war",3,"gaza, aid, need, food, palestinians"
"652",62217,"israel hamas war",1,"people, one, israel, iran, story"
"653",62217,"israel hamas war",2,"israel, multiple, place, months, mossad"
"654",62217,"israel hamas war",3,"israel, know, intelligence, time, level"
"655",15269,"israel hamas war",1,"just, ukrainian, hit, ukraine, russia"
"656",15269,"israel hamas war",2,"russian, russia's, ukraine, drones, russia"
"657",15269,"israel hamas war",3,"ukraine, attack, now, russia's, attacks"
"658",15186,"israel hamas war",1,"river, assault, russians, russia, defensive"
"659",15186,"israel hamas war",2,"troops, air, assault, ukraine, can"
"660",15186,"israel hamas war",3,"russian, troops, attack, north, now"
"661",41091,"israel hamas war",1,"russian, ukrainian, russia, harke, lines"
"662",41091,"israel hamas war",2,"ukraine, military, town, like, assault"
"663",41091,"israel hamas war",3,"ukrainian, russian, missile, forces, harke"
"664",61033,"israel hamas war",1,"singapore, leadership, government, years, manufacturing"
"665",61033,"israel hamas war",2,"lee, singapore's, economy, wealth, attract"
"666",61033,"israel hamas war",3,"singapore, also, government, much, singapore's"
"667",15606,"israel hamas war",1,"gaza, israel, strip, idf, stated"
"668",15606,"israel hamas war",2,"hamas, idf, gaza, terrorists, strip"
"669",15606,"israel hamas war",3,"terrorists, hamas, israel, idf, underground"
"670",22396,"israel hamas war",1,"israel, land, desert, god, people"
"671",22396,"israel hamas war",2,"israel, come, years, land, people"
"672",22396,"israel hamas war",3,"see, can, know, people, israel"
"673",41319,"israel hamas war",1,"news, good, data, media, european"
"674",41319,"israel hamas war",2,"prices, oil, energy, europe, now"
"675",41319,"israel hamas war",3,"new, news, story, trump, growth"
"676",26447,"israel hamas war",1,"vilders, political, coalition, news, party"
"677",26447,"israel hamas war",2,"coalition, news, government, dutch, ground"
"678",26447,"israel hamas war",3,"vilders, coalition, elections, party, partners"
"679",35342,"israel hamas war",1,"russia, can, moscow, mean, ukraine"
"680",35342,"israel hamas war",2,"war, ukraine, russian, numbers, drones"
"681",35342,"israel hamas war",3,"drones, now, ukraine, just, one"
"682",76775,"israel hamas war",1,"civilians, ukrainian, attack, attacks, total"
"683",76775,"israel hamas war",2,"russians, ukraine, russian, russia, war"
"684",76775,"israel hamas war",3,"president, ukraine, well, russian, paul"
"685",36232,"israel hamas war",1,"israel, gaza, now, one, say"
"686",36232,"israel hamas war",2,"context, now, also, israelis, war"
"687",36232,"israel hamas war",3,"israel, gaza, israeli, context, people"
"688",92494,"israel hamas war",1,"india, pakistan, countries, world, indian"
"689",92494,"israel hamas war",2,"pakistan, delegations, countries, india's, one"
"690",92494,"israel hamas war",3,"pakistan, now, message, government, india's"
"691",91483,"israel hamas war",1,"west, government, ner, africa, just"
"692",91483,"israel hamas war",2,"like, africa, president, vagner, years"
"693",91483,"israel hamas war",3,"people, french, soldiers, ner, france"
"694",57038,"israel hamas war",1,"human, people, professor, international, found"
"695",57038,"israel hamas war",2,"rights, now, israel, palestinians, human"
"696",57038,"israel hamas war",3,"israel, report, rights, israel's, apartheid"
"697",10435,"israel hamas war",1,"mean, gaza, people, die, israel"
"698",10435,"israel hamas war",2,"gaza, also, mean, people, want"
"699",10435,"israel hamas war",3,"stories, people, one, want, must"
"700",84591,"israel hamas war",1,"know, like, think, film, land"
"701",84591,"israel hamas war",2,"know, like, community, film, people"
"702",84591,"israel hamas war",3,"like, people, basel, home, think"
"703",41052,"israel hamas war",1,"israeli, israel, palestinians, gaza, libya"
"704",41052,"israel hamas war",2,"gaza, israel, said, israel's, well"
"705",41052,"israel hamas war",3,"gaza, israel, strip, can, population"
"706",41605,"israel hamas war",1,"israeli, human, gaza, war, now"
"707",41605,"israel hamas war",2,"palestinians, now, israel, told, human"
"708",41605,"israel hamas war",3,"soldiers, used, like, can, told"
"709",78195,"israel hamas war",1,"know, can, just, children, help"
"710",78195,"israel hamas war",2,"can, thank, call, know, find"
"711",78195,"israel hamas war",3,"know, one, like, said, school"
"712",24250,"israel hamas war",1,"know, book, just, right, like"
"713",24250,"israel hamas war",2,"know, world, actually, like, talk"
"714",24250,"israel hamas war",3,"one, book, like, actually, think"
"715",39891,"israel hamas war",1,"plan, north, right, siege, now"
"716",39891,"israel hamas war",2,"think, palestine, yes, just, way"
"717",39891,"israel hamas war",3,"know, day, right, genocide, year"
